FUNC __main__.calculate_Julia_set 96.7188 1773634136.0048 104.5430 1773634136.6850 0
CMDLINE /usr/bin/python3 julia1.py
MEM 0.539062 1773634135.7785
MEM 43.113281 1773634135.8788
MEM 85.824219 1773634135.9791
MEM 104.542969 1773634136.0794
MEM 104.542969 1773634136.1796
MEM 104.542969 1773634136.2799
MEM 104.542969 1773634136.3801
MEM 104.542969 1773634136.4804
MEM 104.542969 1773634136.5807
MEM 104.542969 1773634136.6809
