FUNC __main__.calculate_Julia_set 96.7109 1773634178.5740 104.5195 1773634179.2629 0
CMDLINE /usr/bin/python3 julia1.py
MEM 0.511719 1773634178.3450
MEM 43.925781 1773634178.4452
MEM 85.042969 1773634178.5455
MEM 104.519531 1773634178.6458
MEM 104.519531 1773634178.7461
MEM 104.519531 1773634178.8463
MEM 104.519531 1773634178.9466
MEM 104.519531 1773634179.0468
MEM 104.519531 1773634179.1470
MEM 104.519531 1773634179.2472
